"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"466","Olle Lycksell","OTT","R","7","69.133333333333","1","1","0","1","2","66.67","7","14.29","0.54","10","9","5","2","0","2","0","0","0","0","0","1","1","1","4","7","4","0","0","-"
"468","Ben Jones","MIN","C","26","223.8","1","1","0","1","2","50.00","25","4.00","2.65","44","35","19","11","0","6","0","0","0","0","0","4","8","1","53","16","11","68","59","53.54"
"508","Adam Boqvist","NYI","D","25","318.18333333333","0","2","0","2","2","22.22","12","0.00","0.76","36","19","13","0","0","5","8","4","4","0","0","0","11","4","11","32","22","0","0","-"
"511","Curtis Douglas","T.B, VAN","C","35","224.68333333333","0","2","2","0","2","40.00","22","0.00","3.24","44","37","26","18","1","8","101","21","8","9","4","11","12","4","49","11","10","5","6","45.45"
"514","Jordan Harris","BOS","D","6","94.2","1","1","1","0","2","66.67","10","10.00","0.36","15","14","5","0","1","2","0","0","0","0","0","0","5","1","4","19","3","0","0","-"
"515","Michael Kesselring","BUF","D","32","429.75","0","2","0","2","2","13.33","43","0.00","1.62","96","69","23","6","2","6","50","18","15","2","1","9","36","6","23","42","38","0","0","-"
"525","Martin Pospisil","CGY","C","18","184.33333333333","1","1","0","1","2","66.67","18","5.56","1.87","35","27","14","5","0","4","15","6","5","1","0","7","5","3","58","6","5","16","18","47.06"
"532","Hugh McGing","STL","L","3","32.616666666667","1","1","1","0","2","100.00","4","25.00","0.39","5","4","3","1","0","0","0","0","0","0","0","0","2","1","0","1","2","4","1","80.00"
"536","Jake Christiansen","CBJ","D","36","371.85","0","2","1","1","2","33.33","24","0.00","0.78","72","43","17","1","0","3","6","3","3","0","0","1","12","2","27","49","23","0","0","-"
"608","Andre Lee","L.A","L","7","71.983333333333","1","1","1","0","2","100.00","5","20.00","0.68","14","9","7","5","0","2","0","0","0","0","0","0","2","3","17","8","3","0","0","-"
"617","Jack Ahcan","COL","D","9","103","0","2","1","1","2","33.33","5","0.00","0.22","14","7","4","1","0","3","0","0","0","0","0","0","5","0","6","8","6","0","0","-"
"714","Zachary L'Heureux","NSH","L","17","219.65","2","0","0","0","2","50.00","20","10.00","3.26","41","30","31","20","3","4","21","5","3","1","1","5","7","3","46","21","11","3","2","60.00"
"716","Brennan Othmann","CGY, NYR","L","18","178.11666666667","1","1","1","0","2","28.57","14","7.14","1.78","24","20","16","7","0","0","11","4","3","1","0","9","5","2","42","16","8","0","2","0.00"
"744","Arber Xhekaj","MTL","D","56","625.26666666667","1","1","1","0","2","10.53","36","2.78","1.29","104","53","19","3","0","7","108","30","19","8","3","16","33","2","154","82","35","0","0","-"
"745","Avery Hayes","PIT","R","11","116.83333333333","2","0","0","0","2","100.00","19","10.53","2.01","36","31","18","8","1","3","12","3","1","2","0","6","5","3","13","15","7","1","4","20.00"
"758","Conor Geekie","T.B","C","11","108.41666666667","0","2","1","1","2","50.00","8","0.00","0.7","18","13","6","3","1","0","6","3","3","0","0","1","6","2","31","11","6","19","28","40.43"
"803","Adam Sykora","NYR","L","3","37.533333333333","2","0","0","0","2","100.00","7","28.57","0.8","12","11","10","4","0","0","5","1","0","1","0","2","1","2","3","2","2","1","1","50.00"
"834","Oscar Fisker Molgaard","SEA","C","5","41.133333333333","0","2","1","1","2","100.00","4","0.00","0.47","9","6","7","5","0","3","2","1","1","0","0","1","3","1","3","5","3","12","9","57.14"
"842","Bradly Nadeau","CAR","L","8","94.8","2","0","0","0","2","66.67","8","25.00","1.27","22","17","11","6","0","0","0","0","0","0","0","1","7","0","12","11","4","0","1","0.00"
"862","Charles Alexis Legault","CAR","D","8","106.15","1","1","0","1","2","40.00","10","10.00","0.9","24","16","4","0","0","2","10","5","5","0","0","2","8","4","9","15","6","0","0","-"
"866","Carter Yakemchuk","OTT","D","3","44.433333333333","1","1","0","1","2","50.00","4","25.00","0.3","9","8","2","1","0","0","2","1","1","0","0","0","6","1","0","1","3","0","0","-"
"886","Arttu Hyry","DAL","R","13","147.63333333333","1","1","1","0","2","40.00","16","6.25","2.09","25","23","17","7","2","1","0","0","0","0","0","2","7","2","19","11","3","81","60","57.45"
"22","Evgenii Dadonov","N.J","L","21","230.71666666667","1","0","0","0","1","20.00","18","5.56","1.75","36","24","20","9","1","3","2","1","1","0","0","4","12","2","7","15","11","0","1","0.00"
"59","Nicolas Deslauriers","CAR, PHI","L","25","206.48333333333","0","1","1","0","1","50.00","13","0.00","1.15","25","18","10","4","1","4","38","10","4","6","0","6","8","3","92","14","8","1","0","100.00"
"138","Colin Miller","WPG","D","15","206.36666666667","0","1","1","0","1","25.00","16","0.00","0.64","48","26","10","1","0","2","6","3","3","0","0","5","11","2","25","24","10","0","0","-"
"174","Dominic Toninato","CHI","C","7","63.7","0","1","1","0","1","100.00","7","0.00","0.94","15","14","6","4","1","3","6","3","3","0","0","1","2","2","11","7","1","17","14","54.84"
"186","Kurtis MacDermid","OTT","L","17","66.316666666667","0","1","1","0","1","100.00","2","0.00","0.04","3","3","1","0","1","0","33","9","4","5","0","7","2","0","13","7","5","0","0","-"
"189","Anton Blidh","NYR","L","4","30.816666666667","0","1","0","1","1","100.00","4","0.00","0.37","5","5","3","2","0","2","0","0","0","0","0","0","1","0","10","1","0","0","0","-"
"205","Ryan Graves","PIT","D","20","306.85","1","0","0","0","1","11.11","20","5.00","0.96","65","38","14","1","0","3","10","5","5","0","0","3","16","6","18","24","35","0","0","-"
"213","Steven Santini","T.B","D","11","115.2","0","1","1","0","1","25.00","3","0.00","0.14","19","6","3","0","0","1","2","1","1","0","0","0","4","0","8","10","6","0","0","-"
"235","Dakota Mermis","TOR","D","11","143.3","1","0","0","0","1","33.33","5","20.00","0.19","15","10","3","0","0","0","11","4","3","1","0","3","8","2","8","23","9","0","0","-"
"242","Tomas Nosek","FLA","L","13","180.68333333333","0","1","0","1","1","50.00","5","0.00","1.96","27","18","19","13","0","7","2","1","1","0","0","1","8","2","35","15","7","64","71","47.41"
"265","Nicolas Aube-Kubel","MIN","R","4","48.533333333333","0","1","0","1","1","50.00","4","0.00","0.72","10","9","7","2","0","0","6","3","3","0","0","1","1","1","4","4","4","0","5","0.00"
"282","Dysin Mayo","CBJ","D","3","25.2","0","1","0","1","1","50.00","5","0.00","0.1","7","5","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","-"
"317","Caleb Jones","PIT","D","7","120.2","0","1","1","0","1","25.00","5","0.00","0.25","17","11","2","0","0","2","0","0","0","0","0","1","4","1","10","14","15","0","0","-"
"332","Dennis Gilbert","OTT","D","6","68.2","0","1","0","1","1","33.33","2","0.00","0.08","6","2","2","0","0","0","2","1","1","0","0","0","5","0","5","10","12","0","0","-"
"359","Kevin Rooney","UTA","C","1","9.7333333333333","1","0","0","0","1","100.00","1","100.00","0.19","3","2","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","2","6","25.00"
"369","Patrik Laine","MTL","L","5","63.033333333333","0","1","1","0","1","100.00","6","0.00","0.71","20","12","4","1","1","0","2","1","1","0","0","1","2","0","2","2","0","2","1","66.67"
"375","Riley Tufte","BOS","L","4","46.683333333333","1","0","0","0","1","100.00","4","25.00","0.89","8","8","4","4","0","0","0","0","0","0","0","0","1","0","7","4","1","0","0","-"
"385","Keaton Middleton","COL","D","3","32.266666666667","0","1","0","1","1","100.00","0","-","0","4","0","0","0","0","0","4","2","2","0","0","1","1","0","6","3","1","0","0","-"
"389","Dennis Cholowski","N.J","D","15","216.93333333333","0","1","0","1","1","20.00","10","0.00","0.43","22","15","5","1","0","1","2","1","1","0","0","0","15","4","3","13","16","0","0","-"
"402","Joona Koppanen","PIT","L","10","124.66666666667","0","1","0","1","1","33.33","6","0.00","0.91","16","14","10","6","1","2","2","1","1","0","0","1","4","2","9","11","4","12","13","48.00"
"411","Matt Luff","STL","R","5","45.666666666667","1","0","0","0","1","100.00","5","20.00","0.36","7","5","4","1","1","1","0","0","0","0","0","0","0","2","8","2","4","0","0","-"
"416","Alex Barré-Boulet","COL","C","1","3.7666666666667","0","1","0","1","1","inf","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"435","Jonas Rondbjerg","VGK","R","4","48.316666666667","0","1","1","0","1","50.00","6","0.00","0.86","12","9","9","5","1","1","0","0","0","0","0","0","0","1","0","7","0","0","0","-"
"492","Patrick Giles","S.J","R","3","26.6","0","1","0","1","1","100.00","2","0.00","0.04","5","2","0","0","0","0","0","0","0","0","0","0","1","0","3","3","2","9","6","60.00"
"523","Alexander Romanov","NYI","D","15","291.66666666667","0","1","0","1","1","11.11","17","0.00","0.51","38","25","5","2","1","1","6","3","3","0","0","4","18","4","31","40","31","0","0","-"
"530","Angus Crookshank","N.J","C","8","68.85","1","0","0","0","1","50.00","4","25.00","0.27","9","6","3","2","0","0","4","2","2","0","0","1","2","0","5","11","7","1","2","33.33"
"539","Logan O'Connor","COL","R","3","40.766666666667","0","1","1","0","1","100.00","2","0.00","0.17","4","3","3","2","1","1","2","1","1","0","0","2","0","0","6","6","1","0","1","0.00"
"546","Nolan Foote","FLA","L","6","62.7","1","0","0","0","1","50.00","8","12.50","0.93","14","10","10","5","1","1","4","2","2","0","0","0","0","1","12","7","1","0","0","-"
"566","Arthur Kaliyev","OTT","R","2","21.216666666667","0","1","0","1","1","50.00","4","0.00","0.56","8","5","3","2","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","-"
"575","Philip Tomasino","PIT","R","9","109.55","0","1","0","1","1","50.00","9","0.00","1.37","21","16","17","6","1","1","0","0","0","0","0","0","3","0","11","17","7","2","2","50.00"
"585","Victor Soderstrom","BOS","D","8","109.41666666667","0","1","0","1","1","16.67","8","0.00","0.16","15","11","2","0","1","1","0","0","0","0","0","0","11","2","1","22","10","0","0","-"
"642","Sam Colangelo","ANA","R","9","91.6","1","0","0","0","1","50.00","7","14.29","0.6","17","10","6","2","1","1","4","2","2","0","0","0","8","1","11","8","1","1","1","50.00"
"654","Brendan Brisson","NYR","C","3","31.766666666667","0","1","0","1","1","100.00","2","0.00","0.49","3","3","3","3","0","0","0","0","0","0","0","0","1","1","1","3","1","0","0","-"
"662","Maxim Groshev","T.B","D","2","23","0","1","0","1","1","100.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","7","1","0","0","-"
"670","Ethan Cardwell","S.J","R","7","83.516666666667","1","0","0","0","1","50.00","6","16.67","0.86","19","14","11","3","1","1","2","1","1","0","0","0","5","3","9","9","1","0","0","-"
"675","Mikael Pyyhtia","CBJ","L","5","51.3","1","0","0","0","1","100.00","6","16.67","0.69","15","12","7","3","0","3","0","0","0","0","0","0","1","1","1","6","2","0","0","-"
"676","Matt Rempe","NYR","C","26","223.8","1","0","0","0","1","14.29","15","6.67","2.85","32","25","23","16","1","5","11","4","3","1","0","4","5","2","87","24","6","3","5","37.50"
"688","Matt Kiersted","MIN","D","4","54.8","0","1","1","0","1","100.00","4","0.00","0.05","5","4","1","0","0","1","0","0","0","0","0","0","5","0","0","6","5","0","0","-"
"726","Justin Robidas","CAR","C","2","21.366666666667","0","1","1","0","1","100.00","2","0.00","0.11","3","2","2","0","0","0","0","0","0","0","0","1","1","0","3","2","1","12","12","50.00"
"746","Tristen Nielsen","COL","C","4","25.216666666667","0","1","1","0","1","100.00","3","0.00","0.26","6","5","4","1","1","1","0","0","0","0","0","0","2","0","8","0","1","0","0","-"
"750","Owen Beck","MTL","C","15","137.83333333333","1","0","0","0","1","20.00","11","9.09","1.66","25","19","14","7","0","2","6","3","3","0","0","3","10","2","24","31","8","44","31","58.67"
"754","Luca Del Bel Belluz","CBJ","C","13","114.06666666667","0","1","0","1","1","50.00","11","0.00","0.97","16","14","11","4","0","2","4","2","2","0","0","1","1","2","2","6","10","23","37","38.33"
"759","Isaiah George","NYI","D","2","26.583333333333","0","1","1","0","1","100.00","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","2","1","1","2","1","0","0","-"
"761","Hunter Haight","MIN","C","7","69.916666666667","0","1","1","0","1","100.00","8","0.00","0.74","11","9","6","3","1","2","0","0","0","0","0","1","4","1","7","5","2","24","28","46.15"
"767","Joakim Kemell","NSH","R","8","86.283333333333","1","0","0","0","1","33.33","6","16.67","0.6","17","10","7","3","0","1","0","0","0","0","0","1","2","3","10","8","5","0","3","0.00"
"768","Kevin Korchinski","CHI","D","5","58.95","0","1","0","1","1","50.00","3","0.00","0.17","7","5","2","1","0","0","4","2","2","0","0","0","7","2","2","6","4","0","0","-"
"771","Maveric Lamoureux","UTA","D","5","73.266666666667","0","1","1","0","1","20.00","4","0.00","0.18","10","6","3","1","0","1","2","1","1","0","0","0","4","2","11","5","9","0","0","-"
"784","Matthew Poitras","BOS","C","3","36.35","1","0","0","0","1","100.00","8","12.50","0.53","8","8","6","3","0","1","4","2","2","0","0","3","1","0","0","5","2","7","11","38.89"
"794","Brian Halonen","N.J","L","9","67.516666666667","1","0","0","0","1","50.00","4","25.00","0.49","11","8","5","1","0","0","5","1","0","1","0","1","2","2","18","9","2","0","0","-"
"809","Angus Booth","L.A","D","1","12.3","1","0","0","0","1","100.00","1","100.00","0.11","2","2","1","1","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","-"
"810","Jared Davidson","MTL","C","10","87.166666666667","0","1","0","1","1","50.00","9","0.00","1.37","19","13","12","5","0","2","10","5","5","0","0","2","5","1","18","8","1","0","1","0.00"
"814","Jared Wright","L.A","R","14","155","0","1","1","0","1","50.00","18","0.00","2.47","31","22","19","14","0","4","0","0","0","0","0","2","3","2","17","13","12","0","1","0.00"
"816","Victor Mancini","VAN","D","20","279.01666666667","0","1","1","0","1","16.67","11","0.00","0.31","25","13","8","0","0","2","5","1","0","1","0","1","10","1","26","38","25","0","0","-"
"821","Ivan Ivan","COL","C","9","67.066666666667","0","1","1","0","1","50.00","4","0.00","0.23","7","6","2","2","0","1","2","1","1","0","0","0","3","0","3","7","1","10","14","41.67"
"822","Parker Ford","WPG","C","12","117","0","1","1","0","1","33.33","7","0.00","1.16","20","15","10","4","0","3","4","2","2","0","0","1","1","2","21","15","12","29","36","44.62"
"835","Drew Fortescue","NYR","D","2","34.283333333333","0","1","0","1","1","100.00","2","0.00","0.1","6","5","0","0","0","0","2","1","1","0","0","0","2","0","3","5","3","0","0","-"
"840","Theo Lindstein","STL","D","9","135.26666666667","0","1","0","1","1","20.00","9","0.00","0.66","30","16","6","3","0","1","6","3","3","0","0","0","4","0","6","6","7","0","0","-"
"853","Travis Mitchell","NYI","D","9","103.83333333333","1","0","0","0","1","33.33","4","25.00","0.23","13","7","5","1","1","1","6","3","3","0","0","2","6","0","13","20","6","0","0","-"
"858","Dmitri Simashev","UTA","D","25","383.85","0","1","1","0","1","14.29","23","0.00","0.97","44","32","13","4","0","5","18","5","4","0","1","1","27","1","8","46","26","0","0","-"
"861","Florian Xhekaj","MTL","L","5","47.983333333333","0","1","1","0","1","100.00","4","0.00","0.29","8","5","3","2","0","1","7","2","1","1","0","1","4","0","9","2","4","0","0","-"
"865","Connor Clattenburg","EDM","C","5","36.033333333333","1","0","0","0","1","100.00","3","33.33","0.97","7","5","5","4","0","1","13","5","4","1","0","4","4","0","17","3","3","0","0","-"
"872","Michael Brandsegg-Nygård","DET","R","12","147.41666666667","0","1","0","1","1","50.00","17","0.00","2","41","27","18","9","2","2","2","1","1","0","0","2","12","5","36","20","3","0","0","-"
"880","Harrison Brunicke","PIT","D","9","141.43333333333","1","0","0","0","1","25.00","8","12.50","0.43","22","15","5","0","0","2","6","3","3","0","0","2","14","1","4","19","13","0","0","-"
"883","Jacob Quillan","TOR","C","16","152.81666666667","0","1","0","1","1","25.00","9","0.00","0.73","21","14","5","3","0","2","2","1","1","0","0","2","6","5","27","23","11","46","58","44.23"
"895","Brady Martin","NSH","C","3","34.25","0","1","1","0","1","50.00","2","0.00","0.1","3","3","2","0","0","0","0","0","0","0","0","0","4","0","0","2","2","5","11","31.25"
"898","Quinn Hutson","EDM","R","4","31.983333333333","1","0","0","0","1","100.00","3","33.33","0.45","6","4","1","1","0","1","0","0","0","0","0","0","3","0","0","1","1","0","1","0.00"
"49","Dmitry Kulikov","FLA","D","16","289.75","0","0","0","0","0","0.00","11","0.00","0.35","29","21","4","0","0","0","6","3","3","0","0","2","16","4","16","13","14","0","0","-"
"60","Garrett Wilson","PHI","L","2","18.15","0","0","0","0","0","-","2","0.00","0.24","2","2","1","1","0","1","5","1","0","1","0","1","1","1","5","0","0","0","0","-"
"66","Justin Dowling","NYR","C","2","14.383333333333","0","0","0","0","0","-","1","0.00","0.32","3","3","1","1","0","1","0","0","0","0","0","0","0","0","3","1","1","1","2","33.33"
"68","Andrew Agozzino","UTA","L","2","12.266666666667","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","1","1","1","4","1","1","3","4","42.86"
"82","Derek Forbort","VAN","D","2","27.866666666667","0","0","0","0","0","0.00","1","0.00","0.05","1","1","1","0","0","0","2","1","1","0","0","0","5","0","2","8","4","0","0","-"
"92","Dylan McIlrath","WSH","D","12","108","0","0","0","0","0","0.00","4","0.00","0.28","13","8","1","0","0","1","10","2","0","2","0","3","7","0","23","13","7","0","0","-"
"107","T.J. Tynan","COL","C","1","8.2166666666667","0","0","0","0","0","0.00","1","0.00","0.17","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","4","6","40.00"
"113","Joseph LaBate","VAN","C","1","9.5333333333333","0","0","0","0","0","-","2","0.00","0.27","3","3","2","2","0","0","0","0","0","0","0","0","0","0","6","1","2","1","1","50.00"
"177","Erik Gustafsson","DET","D","2","37.483333333333","0","0","0","0","0","-","3","0.00","0.06","8","3","2","0","0","1","2","1","1","0","0","0","3","1","2","5","1","0","0","-"
"179","Matthew Benning","TOR","D","1","12.433333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","-"
"184","Jaycob Megna","VGK","D","4","42.483333333333","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","2","1","1","0","0","0","2","0","6","4","1","0","0","-"
"194","John Hayden","SEA","C","3","30.233333333333","0","0","0","0","0","-","2","0.00","0.22","5","3","2","0","0","0","2","1","1","0","0","0","2","1","7","0","2","6","9","40.00"
"201","Mason Geertsen","BUF","L","5","20.6","0","0","0","0","0","-","1","0.00","0.01","2","1","0","0","0","0","12","2","1","0","1","0","0","0","8","5","0","0","0","-"
"264","Andreas Englund","NSH","D","3","26.45","0","0","0","0","0","-","2","0.00","0.07","3","2","1","0","0","0","2","1","1","0","0","1","2","0","4","2","1","0","0","-"
"287","Bokondji Imama","PIT","L","2","15.283333333333","0","0","0","0","0","-","2","0.00","0.23","4","3","2","1","0","1","5","1","0","1","0","1","2","0","3","2","0","0","0","-"
"288","Hayden Hodgson","OTT","R","9","57.25","0","0","0","0","0","0.00","3","0.00","0.61","10","8","6","2","0","1","11","4","3","1","0","2","3","0","23","5","0","0","0","-"
"290","Dryden Hunt","CGY","L","3","26.8","0","0","0","0","0","-","4","0.00","0.6","5","4","4","4","0","2","2","1","1","0","0","1","3","0","9","0","4","0","0","-"
"353","Lane Pederson","PHI","C","5","44.316666666667","0","0","0","0","0","0.00","0","-","0.19","4","2","2","1","0","0","0","0","0","0","0","0","6","1","16","1","3","13","14","48.15"
"383","Boris Katchouk","T.B","L","3","36.566666666667","0","0","0","0","0","0.00","0","-","0.24","1","1","1","1","0","0","0","0","0","0","0","0","0","0","5","4","2","7","12","36.84"
"386","Riley Stillman","EDM","D","4","48.133333333333","0","0","0","0","0","0.00","1","0.00","0.28","4","3","1","1","0","0","0","0","0","0","0","0","2","0","7","10","4","0","0","-"
"397","Jacob Moverare","L.A","D","15","131.7","0","0","0","0","0","0.00","7","0.00","0.13","23","11","7","1","0","2","0","0","0","0","0","0","6","2","3","20","12","0","0","-"
"404","Michael Pezzetta","TOR","L","4","24.016666666667","0","0","0","0","0","-","1","0.00","0.2","2","2","2","2","0","0","11","4","3","1","0","2","2","0","10","2","1","0","1","0.00"
"410","Dylan Coghlan","VGK","D","3","45.166666666667","0","0","0","0","0","0.00","2","0.00","0.11","7","5","1","0","0","0","2","1","1","0","0","0","2","0","4","5","4","0","0","-"
"417","Zack MacEwen","N.J","R","3","19","0","0","0","0","0","-","4","0.00","0.6","7","7","4","3","0","0","0","0","0","0","0","0","2","1","6","2","1","0","2","0.00"
"418","Justin Danforth","BUF","R","4","46.816666666667","0","0","0","0","0","-","2","0.00","0.17","6","3","2","1","1","0","2","1","1","0","0","0","3","0","3","2","4","17","14","54.84"
"441","Jack Studnicka","FLA","C","19","134.81666666667","0","0","0","0","0","0.00","16","0.00","1.14","26","20","12","5","1","3","4","2","2","0","0","3","4","3","19","22","6","22","36","37.93"
"471","Sheldon Dries","DET","C","5","34.866666666667","0","0","0","0","0","-","2","0.00","0.25","4","3","3","2","0","0","0","0","0","0","0","1","1","3","8","1","3","9","12","42.86"
"493","Michael Callahan","BOS","D","5","64.95","0","0","0","0","0","0.00","3","0.00","0.14","4","4","1","0","0","0","0","0","0","0","0","0","3","2","3","11","9","0","0","-"
"510","Adam Ginning","PHI","D","5","76.7","0","0","0","0","0","0.00","2","0.00","0.09","9","5","2","0","0","0","0","0","0","0","0","0","5","0","4","6","5","0","0","-"
"545","Brett Leason","WSH","R","6","51.483333333333","0","0","0","0","0","-","1","0.00","0.29","4","3","2","1","0","0","0","0","0","0","0","0","1","0","10","4","0","2","3","40.00"
"555","Raphael Lavoie","VGK","C","1","8.5666666666667","0","0","0","0","0","-","0","-","0.03","2","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0.00"
"560","Simon Lundmark","T.B","D","1","16.75","0","0","0","0","0","0.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","2","3","2","0","0","-"
"567","Domenick Fensore","CAR","D","1","19.366666666667","0","0","0","0","0","-","2","0.00","0.05","5","3","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","0","0","-"
"569","Ryan Johnson","BUF","D","3","27","0","0","0","0","0","0.00","0","-","0.03","4","2","0","0","0","0","2","1","1","0","0","0","2","2","2","6","3","0","0","-"
"570","Henry Thrun","TOR","D","4","59.45","0","0","0","0","0","0.00","4","0.00","0.09","5","5","0","0","0","0","0","0","0","0","0","0","1","0","3","5","4","0","0","-"
"573","Ville Heinola","WPG","D","3","39.7","0","0","0","0","0","0.00","5","0.00","0.28","8","7","3","0","0","2","0","0","0","0","0","1","1","0","5","7","3","0","0","-"
"574","Lassi Thomson","OTT","D","2","15.816666666667","0","0","0","0","0","-","2","0.00","0.03","4","3","1","0","0","0","0","0","0","0","0","0","1","0","1","3","2","0","0","-"
"579","Sam Poulin","PIT","R","2","27.633333333333","0","0","0","0","0","-","1","0.00","0.2","6","5","3","1","0","0","0","0","0","0","0","0","1","1","2","5","2","0","0","-"
"580","Jakob Pelletier","T.B","L","2","18.083333333333","0","0","0","0","0","-","0","-","0.18","3","3","2","1","0","0","0","0","0","0","0","0","1","0","3","3","2","1","0","100.00"
"582","Nathan Légaré","N.J","R","1","8.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0.00"
"601","Matěj  Blümel","BOS","R","4","43.466666666667","0","0","0","0","0","0.00","4","0.00","0.49","10","6","7","1","0","0","0","0","0","0","0","0","3","0","2","3","2","0","1","0.00"
"602","Hunter Skinner","STL","D","1","10.75","0","0","0","0","0","0.00","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0","0","-"
"612","Jacob Gaucher","PHI","C","3","26.3","0","0","0","0","0","-","3","0.00","0.26","4","4","3","2","0","0","0","0","0","0","0","1","2","0","2","1","1","9","10","47.37"
"615","Connor Mackey","NYR","D","3","38.35","0","0","0","0","0","-","2","0.00","0.12","7","4","2","0","0","0","4","2","2","0","0","0","3","0","2","3","2","0","0","-"
"616","Mitchell Chaffee","T.B","R","7","66.433333333333","0","0","0","0","0","-","8","0.00","1.19","10","9","8","4","0","3","4","2","2","0","0","2","5","0","19","6","2","1","2","33.33"
"648","Brett Berard","NYR","L","13","137.05","0","0","0","0","0","0.00","9","0.00","1.43","35","22","19","7","0","2","6","2","2","0","0","0","9","1","17","12","9","0","0","-"
"658","Roby Jarventie","EDM","L","3","24.016666666667","0","0","0","0","0","-","2","0.00","0.2","3","2","2","1","0","1","0","0","0","0","0","0","0","0","1","3","4","2","2","50.00"
"661","Bogdan Trineyev","WSH","R","2","21.05","0","0","0","0","0","-","1","0.00","0.16","3","3","1","1","0","0","0","0","0","0","0","0","1","1","1","1","2","0","0","-"
"668","Isaak Phillips","WPG","D","3","28.55","0","0","0","0","0","-","3","0.00","0.05","5","3","0","0","0","0","2","1","1","0","0","1","2","0","3","7","1","0","0","-"
"671","Rory Kerins","CGY","C","2","31.7","0","0","0","0","0","-","1","0.00","0.83","6","5","6","4","1","3","0","0","0","0","0","0","1","0","1","3","3","0","3","0.00"
"680","Trevor Kuntar","BUF","C","1","5.2","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"682","Nils Aman","VAN","C","2","17.316666666667","0","0","0","0","0","0.00","1","0.00","0.05","3","1","3","0","0","0","0","0","0","0","0","0","1","0","2","1","1","1","1","50.00"
"686","Daniil Miromanov","CGY","D","1","17.816666666667","0","0","0","0","0","0.00","0","-","0.01","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","-"
"689","Walker Duehr","WPG","R","3","28.5","0","0","0","0","0","-","2","0.00","0.33","5","5","4","1","0","0","0","0","0","0","0","0","1","2","10","3","2","0","1","0.00"
"697","Xavier Bourgault","OTT","R","2","11.916666666667","0","0","0","0","0","0.00","3","0.00","0.45","7","6","5","4","1","2","0","0","0","0","0","0","1","0","3","0","0","0","0","-"
"701","Tristan Broz","PIT","C","1","11.5","0","0","0","0","0","-","2","0.00","0.06","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","3","50.00"
"717","Joshua Roy","MTL","R","3","29.366666666667","0","0","0","0","0","0.00","2","0.00","0.1","6","4","2","0","0","0","2","1","1","0","0","0","3","0","6","1","0","0","0","-"
"722","William Stromgren","CGY","L","3","21.866666666667","0","0","0","0","0","-","2","0.00","0.17","2","2","2","1","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","-"
"725","Carson Lambos","MIN","D","1","10.266666666667","0","0","0","0","0","0.00","1","0.00","0.06","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","5","1","0","0","-"
"727","Nikita Chibrikov","WPG","R","8","73.566666666667","0","0","0","0","0","0.00","5","0.00","0.53","16","9","7","2","0","0","12","5","5","0","0","2","6","2","10","7","5","0","0","-"
"728","Carter Mazur","DET","L","1","10.533333333333","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","-"
"730","Ty Murchison","PHI","D","3","45.016666666667","0","0","0","0","0","0.00","1","0.00","0.01","2","1","0","0","0","0","0","0","0","0","0","0","3","0","5","6","2","0","0","-"
"731","Ethan Del Mastro","CHI","D","12","160.75","0","0","0","0","0","0.00","12","0.00","0.32","23","15","6","1","0","2","16","4","3","0","1","2","8","1","16","28","12","0","0","-"
